original,name,type,taxid,fuzzy,different
Kenya bat coronavirus BtKY56,Kenya bat coronavirus BtKY56,virus,903594,false,false
Adenovirus PREDICT_AdV-28,Adenovirus PREDICT_AdV-28,virus,2710962,false,false
Adenovirus PREDICT_AdV-29,Adenovirus PREDICT_AdV-29,virus,2710963,false,false
Bat flavivirus RC E. franqueti P 19,Bat flavivirus RC E. franqueti P 19,virus,1225490,false,false
Bat flavivirus RC E. franqueti P 21,Bat flavivirus RC E. franqueti P 21,virus,1225491,false,false
Coronavirus PREDICT CoV-30,Coronavirus PREDICT CoV-30,virus,2042556,false,false
Alphacoronavirus Eptesicus fuscus,Alphacoronavirus Eptesicus fuscus,virus,1235419,false,false
Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-239577/IT/USA/2009,Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-239577/IT/USA/2009,virus,931900,false,false
Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-265225/IT/USA/2009,Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-265225/IT/USA/2009,virus,931914,false,false
Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-287740/IT/USA/2009,Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-287740/IT/USA/2009,virus,931896,false,false
Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-293985/IT/USA/2009,Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-293985/IT/USA/2009,virus,931908,false,false
Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-5088/IT/USA/2009,Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-5088/IT/USA/2009,virus,931909,false,false
Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-66604/IT/USA/2009,Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-66604/IT/USA/2009,virus,931910,false,false
Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-C1148/IT/USA/2009,Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-C1148/IT/USA/2009,virus,931892,false,false
Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-C146/IT/USA/2009,Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-C146/IT/USA/2009,virus,931916,false,false
Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-C149/IT/USA/2009,Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-C149/IT/USA/2009,virus,931915,false,false
Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-C264/IT/USA/2009,Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-C264/IT/USA/2009,virus,931912,false,false
Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-C265/IT/USA/2009,Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-C265/IT/USA/2009,virus,931911,false,false
Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-C328/IT/USA/2009,Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-C328/IT/USA/2009,virus,931907,false,false
Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-C348/IT/USA/2009,Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-C348/IT/USA/2009,virus,931905,false,false
Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-C362/IT/USA/2009,Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-C362/IT/USA/2009,virus,931904,false,false
Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-C368/IT/USA/2009,Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-C368/IT/USA/2009,virus,931903,false,false
Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-C412/IT/USA/2009,Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-C412/IT/USA/2009,virus,931902,false,false
Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-C414//IT/USA/2009,Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-C414//IT/USA/2009,virus,931901,false,false
Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-C454/IT/USA/2009,Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-C454/IT/USA/2009,virus,931899,false,false
Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-C676/IT/USA/2009,Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-C676/IT/USA/2009,virus,931898,false,false
Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-C837/IT/USA/2009,Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-C837/IT/USA/2009,virus,931893,false,false
Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-replicase/IT/USA/2009,Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-replicase/IT/USA/2009,virus,931897,false,false
Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P2-21252/IT/USA/2009,Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P2-21252/IT/USA/2009,virus,931913,false,false
Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P2-C344/IT/USA/2009,Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P2-C344/IT/USA/2009,virus,931906,false,false
Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P3-C450/IT/USA/2009,Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P3-C450/IT/USA/2009,virus,931895,false,false
Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P3-C766/IT/USA/2009,Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P3-C766/IT/USA/2009,virus,931894,false,false
American bat vesiculovirus,American bat vesiculovirus,virus,1972564,false,false
APSE phage Eptesicus fuscus/P5/IT/USA/2009,Tymovirus Eptesicus fuscus/P5/IT/USA/2009,virus,931925,true,true
Cytomegalovirus Eptesicus fuscus/IT/USA/2009,Cytomegalovirus Eptesicus fuscus/IT/USA/2009,virus,931926,false,false
Eptesicus fuscus bocavirus,Eptesicus fuscus bocavirus,virus,2794225,false,false
Eptesicus fuscus deltaretrovirus,Eptesicus fuscus deltaretrovirus,virus,2772270,false,false
Eptesicus fuscus gammaherpesvirus,Eptesicus fuscus gammaherpesvirus,virus,2035399,false,false
Eptesicus fuscus rhabdovirus,Eptesicus fuscus rhabdovirus,virus,2793798,false,false
Eptesipox virus,Eptesipox virus,virus,1329402,false,false
Picorna-like virus Eptesicus fuscus/P1/InV1/IT/USA/2009,Picorna-like virus Eptesicus fuscus/P1/InV1/IT/USA/2009,virus,931922,false,false
Picorna-like virus Eptesicus fuscus/P2/InV1/IT/USA/2009,Picorna-like virus Eptesicus fuscus/P2/InV1/IT/USA/2009,virus,931921,false,false
Picorna-like virus Eptesicus fuscus/P2/InV2/IT/USA/2009,Picorna-like virus Eptesicus fuscus/P2/InV2/IT/USA/2009,virus,931920,false,false
Picorna-like virus Eptesicus fuscus/P2/InV3/IT/USA/2009,Picorna-like virus Eptesicus fuscus/P2/InV3/IT/USA/2009,virus,931919,false,false
Picorna-like virus Eptesicus fuscus/P4/InV1/IT/USA/2009,Picorna-like virus Eptesicus fuscus/P4/InV1/IT/USA/2009,virus,931918,false,false
Picorna-like virus Eptesicus fuscus/P5/InLV/IT/USA/2009,Picorna-like virus Eptesicus fuscus/P5/InLV/IT/USA/2009,virus,931917,false,false
Rm-Bat-CoV 453/2007/EF,Rm-Bat-CoV 453/2007/EF,virus,1034321,false,false
Rocky Mountain bat coronavirus 61/2007/EF,Rocky Mountain bat coronavirus 61/2007/EF,virus,1004948,false,false
Sodak rhabdovirus 1,Sodak rhabdovirus 1,virus,2793799,false,false
Betacoronavirus E.isa/M/Spain/2007,Betacoronavirus E.isa/M/Spain/2007,virus,1076428,false,false
Eptesicus isabellinus betaherpesvirus 1,Eptesicus isabellinus betaherpesvirus 1,virus,1325383,false,false
Eptesicus isabellinus betaherpesvirus 2,Eptesicus isabellinus betaherpesvirus 2,virus,1325384,false,false
Eptesicus isabellinus gammaherpesvirus 1,Eptesicus isabellinus gammaherpesvirus 1,virus,1835087,false,false
Eptesicus isabellinus papillomavirus,Eptesicus isabellinus papillomavirus,virus,1495312,false,false
Eptesicus isabellinus rhabdovirus 1,Eptesicus isabellinus rhabdovirus 1,virus,1272561,false,false
Eptesicus isabellinus rhabdovirus 2,Eptesicus isabellinus rhabdovirus 2,virus,1272562,false,false
Eptesicus isabellinus rhabdovirus 3,Eptesicus isabellinus rhabdovirus 3,virus,1272563,false,false
Eptesicus isabellinus rhabdovirus 4,Eptesicus isabellinus rhabdovirus 4,virus,1272564,false,false
Eptesicus isabellinus rhabdovirus 5,Eptesicus isabellinus rhabdovirus 5,virus,1272565,false,false
European bat lyssavirus,European bat lyssavirus,virus,38768,false,false
Bat hepevirus,Bat hepevirus,virus,1216472,false,false
Northern bat adenovirus 1,Northern bat adenovirus 1,virus,1530283,false,false
Rhabdovirus 26873,Rhabdovirus 26873,virus,1508215,false,false
Rhabdovirus 26876,Rhabdovirus 26876,virus,1508216,false,false
Zwiesel bat banyangvirus,Zwiesel bat banyangvirus,virus,2706560,false,false
Vespadelus regulus adenovirus,Vespadelus regulus adenovirus,virus,2690228,false,false
Vespadelus regulus alphacoronavirus,Vespadelus regulus alphacoronavirus,virus,2687254,false,false
Vespadelus regulus paramyxovirus,Vespadelus regulus paramyxovirus,virus,2687261,false,false
Bat calicivirus BtCalV/BS58/HUN/2013,Bat calicivirus BtCalV/BS58/HUN/2013,virus,1511636,false,false
Bat circovirus,Bat circovirus,virus,1329650,false,false
Bat nodavirus,Bat nodavirus,virus,1340804,false,false
Betacoronavirus Eptesicus/13RS384_26/Italy/2012,Betacoronavirus Eptesicus/13RS384_26/Italy/2012,virus,1458241,false,false
Dyoomegapapillomavirus 1,Dyoomegapapillomavirus 1,virus,1918731,false,false
Dyopsipapillomavirus 1,Dyopsipapillomavirus 1,virus,1920498,false,false
Eptesicus serotinus betaherpesvirus 1,Eptesicus serotinus betaherpesvirus 1,virus,1325385,false,false
Eptesicus serotinus papillomavirus,Eptesicus serotinus papillomavirus,virus,1495311,false,false
Orthohepevirus D,Orthohepevirus D,virus,1678146,false,false
Rhabdovirus 27676,Rhabdovirus 27676,virus,1508218,false,false
serotine bat adenovirus 1,serotine bat adenovirus 1,virus,1530300,false,false
serotine bat adenovirus 2,serotine bat adenovirus 2,virus,1530301,false,false
vespertilionid adenovirus 4,vespertilionid adenovirus 4,virus,1530309,false,false
Alphaarterivirus equid,Alphaarterivirus equid,virus,2499620,false,false
Asinine herpesvirus 5,Asinine herpesvirus 5,virus,212435,false,false
Dyochipapillomavirus 1,Dyochipapillomavirus 1,virus,1918729,false,false
Equid alphaherpesvirus 8,Equid alphaherpesvirus 8,virus,39637,false,false
Equid alphaherpesvirus 9,Equid alphaherpesvirus 9,virus,55744,false,false
Equid gammaherpesvirus 2,Equid gammaherpesvirus 2,virus,12657,false,false
Equid gammaherpesvirus 5,Equid gammaherpesvirus 5,virus,10371,false,false
Equid gammaherpesvirus 7,Equid gammaherpesvirus 7,virus,291612,false,false
Equid herpesvirus 6,Equid herpesvirus 6,virus,173566,false,false
Equine encephalosis virus,Equine encephalosis virus,virus,201490,false,false
Equine hepacivirus,Equine hepacivirus,virus,1281455,false,false
Equus asinus papillomavirus 2,Equus asinus papillomavirus 2,virus,2547428,false,false
Molluscum contagiosum virus,Molluscum contagiosum virus,virus,10279,false,false
Wild ass herpesvirus,Wild ass herpesvirus,virus,93388,false,false
Anopheles A orthobunyavirus,Anopheles A orthobunyavirus,virus,1933180,false,false
Aura virus,Aura virus,virus,44158,false,false
Cache Valley orthobunyavirus,Cache Valley orthobunyavirus,virus,2560364,false,false
Cocal vesiculovirus,Cocal vesiculovirus,virus,1972572,false,false
Dyoiotapapillomavirus 1,Dyoiotapapillomavirus 1,virus,1233177,false,false
Dyoiotapapillomavirus 2,Dyoiotapapillomavirus 2,virus,2083182,false,false
Dyorhopapillomavirus 1,Dyorhopapillomavirus 1,virus,1513253,false,false
Eqcopivirus EqCoPV_11,Eqcopivirus EqCoPV_11,virus,2653865,false,false
Eqcopivirus EqCoPV_8,Eqcopivirus EqCoPV_8,virus,2653508,false,false
Eqcopivirus EqCoPV_9,Eqcopivirus EqCoPV_9,virus,2653864,false,false
Equid alphaherpesvirus 3,Equid alphaherpesvirus 3,virus,80341,false,false
Equid alphaherpesvirus 4,Equid alphaherpesvirus 4,virus,10331,false,false
Equine foamy virus,Equine foamy virus,virus,109270,false,false
Equine herpesvirus sp.,Equine herpesvirus sp.,virus,48410,false,false
Equine mastadenovirus A,Equine mastadenovirus A,virus,129954,false,false
Equine mastadenovirus B,Equine mastadenovirus B,virus,129955,false,false
Equine molluscum contagiosum-like virus,Equine molluscum contagiosum-like virus,virus,2676272,false,false
Equine papillomavirus,Equine papillomavirus,virus,2025828,false,false
Equine parapoxvirus,Equine parapoxvirus,virus,1686431,false,false
Equine parvovirus H,Equine parvovirus H,virus,2079554,false,false
Equine rotavirus,Equine rotavirus,virus,10937,false,false
Equus caballus papillomavirus 9,Equus caballus papillomavirus 9,virus,2601244,false,false
Equus caballus papillomavirus IV,Equus caballus papillomavirus IV,virus,1176735,false,false
Equus caballus papillomavirus Munday/Sim,Equus caballus papillomavirus Munday/Sim,virus,2780172,false,false
Equus caballus polyomavirus 1,Equus caballus polyomavirus 1,virus,1891761,false,false
Erbovirus A,Erbovirus A,virus,312185,false,false
Fort Sherman orthobunyavirus,Fort Sherman orthobunyavirus,virus,2560477,false,false
Hepacivirus C,Hepacivirus C,virus,11103,false,false
Horse associated cyclovirus 1,Horse associated cyclovirus 1,virus,1987743,false,false
Horse parvovirus CSF,Horse parvovirus CSF,virus,1673640,false,false
Kairi orthobunyavirus,Kairi orthobunyavirus,virus,1933276,false,false
Kirkovirus Equ1,Kirkovirus Equ1,virus,1673637,false,false
Kirkovirus sp.,Kirkovirus sp.,virus,2572459,false,false
Madariaga virus,Madariaga virus,virus,1440170,false,false
Ness Ziona virus,Ness Ziona virus,virus,2544873,false,false
Pegivirus D,Pegivirus D,virus,1985357,false,false
Pegivirus E,Pegivirus E,virus,1985358,false,false
Peruvian horse sickness virus,Peruvian horse sickness virus,virus,356862,false,false
Picobirnavirus Equ1,Picobirnavirus Equ1,virus,1673643,false,false
Picobirnavirus Equ2,Picobirnavirus Equ2,virus,1673645,false,false
Picobirnavirus Equ3,Picobirnavirus Equ3,virus,1673646,false,false
Picobirnavirus Equ4,Picobirnavirus Equ4,virus,1673642,false,false
Picobirnavirus horse/BRA-01/2006,Picobirnavirus horse/BRA-01/2006,virus,933486,false,false
Picobirnavirus horse/BRA-02/2009,Picobirnavirus horse/BRA-02/2009,virus,933487,false,false
Salem salemvirus,Salem salemvirus,virus,2560718,false,false
Torque teno equus virus 1,Torque teno equus virus 1,virus,1673633,false,false
Treiskappapapillomavirus 1,Treiskappapapillomavirus 1,virus,2170236,false,false
Turlock orthobunyavirus,Turlock orthobunyavirus,virus,35320,false,false
Zetapapillomavirus 1,Zetapapillomavirus 1,virus,333919,false,false
Chicken associated gemycircularvirus 1,Chicken associated gemycircularvirus 1,virus,1985376,false,false
Equine associated gemycircularvirus 1,Equine associated gemycircularvirus 1,virus,1985379,false,false
Equine picobirnavirus,Equine picobirnavirus,virus,2723956,false,false
Hepacivirus horse/DH1/HUN/2013,Hepacivirus horse/DH1/HUN/2013,virus,1383923,false,false
Hepacivirus SMKL-2012,Hepacivirus SMKL-2012,virus,1263412,false,false
Lama associated gemycircularvirus 1,Lama associated gemycircularvirus 1,virus,1985385,false,false
Picobirnavirus horse/BG-Eq-3/India/2010,Picobirnavirus horse/BG-Eq-3/India/2010,virus,914027,false,false
Equus zebra gammaherpesvirus 1,Equus zebra gammaherpesvirus 1,virus,517184,false,false
Erethizon dorsatum papillomavirus 2,Erethizon dorsatum papillomavirus 2,virus,2268125,false,false
Sigmapapillomavirus 1,Sigmapapillomavirus 1,virus,1176147,false,false
Erinaceus amurensis coronavirus,Erinaceus amurensis coronavirus,virus,2778965,false,false
Erinaceus hedgehog coronavirus cw_6c,Erinaceus hedgehog coronavirus cw_6c,virus,2772455,false,false
Erinaceus hedgehog coronavirus HKU31,Erinaceus hedgehog coronavirus HKU31,virus,2664184,false,false
Belerina virus,Belerina virus,virus,2748342,false,false
Betacoronavirus Erinaceus,Betacoronavirus Erinaceus,virus,2720538,false,false
Dyoetapapillomavirus 1,Dyoetapapillomavirus 1,virus,1177767,false,false
Hedgehog coronavirus 1,Hedgehog coronavirus 1,virus,1965093,false,false
Hedgehog hepatovirus,Hedgehog hepatovirus,virus,1745249,false,false
Hedgehog herpesvirus,Hedgehog herpesvirus,virus,2315400,false,false
Cadicivirus B,Cadicivirus B,virus,2560366,false,false
Avipoxvirus isolate Sevilla,Avipoxvirus isolate Sevilla,virus,1511774,false,false
Erythrocebus patas adenovirus,Erythrocebus patas adenovirus,virus,1916695,false,false
Erythrocebus patas lymphocryptovirus 1,Erythrocebus patas lymphocryptovirus 1,virus,230177,false,false
Erythrura gouldiae polyomavirus 1,Erythrura gouldiae polyomavirus 1,virus,2169903,false,false
Gouldian finch adenovirus 1,Gouldian finch adenovirus 1,virus,1391178,false,false
Gouldian finch circovirus,Gouldian finch circovirus,virus,1221219,false,false
Passerid herpesvirus 1,Passerid herpesvirus 1,virus,199702,false,false
Passeriform 2 orthobornavirus,Passeriform 2 orthobornavirus,virus,1548721,false,false
Cetacean poxvirus 2,Cetacean poxvirus 2,virus,318831,false,false
Equine herpesvirus Gazella/6755/NLD/2009,Equine herpesvirus Gazella/6755/NLD/2009,virus,862244,false,false
Tinamou hepatitis B virus,Tinamou hepatitis B virus,virus,2018685,false,false
Crowned lemur adenovirus,Crowned lemur adenovirus,virus,2301502,false,false
Black lemur adenovirus 1,Black lemur adenovirus 1,virus,2301493,false,false
Black lemur adenovirus 2,Black lemur adenovirus 2,virus,2301494,false,false
Black lemur adenovirus 3,Black lemur adenovirus 3,virus,2301495,false,false
Lemur adenovirus,Lemur adenovirus,virus,2301506,false,false
Red-fronted lemur adenovirus 1,Red-fronted lemur adenovirus 1,virus,2301511,false,false
Red-fronted lemur adenovirus 2.1,Red-fronted lemur adenovirus 2.1,virus,2301512,false,false
Red-fronted lemur adenovirus 2.2,Red-fronted lemur adenovirus 2.2,virus,2301513,false,false
Mamastrovirus 1,Mamastrovirus 1,virus,1239565,false,false
Mamastrovirus 11,Mamastrovirus 11,virus,1239575,false,false
Steller sea lion astrovirus 1,Steller sea lion astrovirus 1,virus,645429,false,false
Steller sea lion poxvirus,Steller sea lion poxvirus,virus,252468,false,false
Bat coronavirus Eum.gla/242/BRA/2013,Bat coronavirus Eum.gla/242/BRA/2013,virus,1897073,false,false
Batama orthobunyavirus,Batama orthobunyavirus,virus,1933177,false,false
Bimbo virus,Bimbo virus,virus,864694,false,false
Kolongo virus,Kolongo virus,virus,380436,false,false
Guangdong mandarin rat snake torovirus,Guangdong mandarin rat snake torovirus,virus,2116382,false,false
Nasoule virus,Nasoule virus,virus,864695,false,false
Rodent erythroparvovirus 1,Rodent erythroparvovirus 1,virus,1511904,false,false
Alethinophid 3 reptarenavirus,Alethinophid 3 reptarenavirus,virus,1653399,false,false
Ball python nidovirus 1,Ball python nidovirus 1,virus,1986118,false,false
Blood python ranavirus,Blood python ranavirus,virus,1585661,false,false
Deltapapillomavirus 7,Deltapapillomavirus 7,virus,2169867,false,false
Kammavanpettai virus,Kammavanpettai virus,virus,2282480,false,false
Lepilemur pegivirus,Lepilemur pegivirus,virus,2490445,false,false
Lonchura striata deltavirus,Lonchura striata deltavirus,virus,2766951,false,false
Munia coronavirus HKU13,Munia coronavirus HKU13,virus,1297661,false,false
Pestivirus G,Pestivirus G,virus,2170086,false,false
Python nidovirus,Python nidovirus,virus,1526652,false,false
Snake nidovirus,Snake nidovirus,virus,1909409,false,false
Falcon aviadenovirus A,Falcon aviadenovirus A,virus,692069,false,false
Fowl aviadenovirus D,Fowl aviadenovirus D,virus,190064,false,false
Aplomado falcon AAV1,Aplomado falcon AAV1,virus,416277,false,false
Aplomado falcon AAV2,Aplomado falcon AAV2,virus,416278,false,false
Avipoxvirus OKr-2014,Avipoxvirus OKr-2014,virus,1465725,false,false
Harkavirus A,Harkavirus A,virus,2003391,false,false
Kestrel picornavirus,Kestrel picornavirus,virus,1964371,false,false
Falcon picornavirus,Falcon picornavirus,virus,1964370,false,false
Falsistrellus mackenziei alphacoronavirus,Falsistrellus mackenziei alphacoronavirus,virus,2687256,false,false
Betapapillomavirus 2,Betapapillomavirus 2,virus,333924,false,false
Carnivore bocaparvovirus 3,Carnivore bocaparvovirus 3,virus,1511868,false,false
Dyothetapapillomavirus 1,Dyothetapapillomavirus 1,virus,1235662,false,false
Feline foamy virus,Feline foamy virus,virus,53182,false,false
Raccoonpox virus,Raccoonpox virus,virus,10256,false,false
Torque teno felis virus 2,Torque teno felis virus 2,virus,2065043,false,false
Torque teno felis virus,Torque teno felis virus,virus,687384,false,false
Siadenovirus IDL19-3602,Siadenovirus IDL19-3602,virus,2608978,false,false
Ligustrum virus A,Ligustrum virus A,virus,1899566,false,false
Forsythia suspensa CRESS virus,Forsythia suspensa CRESS virus,virus,2709778,false,false
Forsythia suspensa luteo-like virus,Forsythia suspensa luteo-like virus,virus,2738913,false,false
Forsythia suspensa noda-like virus,Forsythia suspensa noda-like virus,virus,2740149,false,false
Forsythia suspensa parvo-like virus,Forsythia suspensa parvo-like virus,virus,2739858,false,false
Forsythia suspensa picorna-like virus,Forsythia suspensa picorna-like virus,virus,2739850,false,false
Forsythia suspensa tombusvirus,Forsythia suspensa tombusvirus,virus,2740140,false,false
Forsythia suspensa yan-like virus,Forsythia suspensa yan-like virus,virus,2740123,false,false
Puffin papillomavirus 1,Puffin papillomavirus 1,virus,2562557,false,false
Fregata magnificens herpesvirus,Fregata magnificens herpesvirus,virus,576892,false,false
Avipoxvirus ID8964,Avipoxvirus ID8964,virus,1047201,false,false
