Host_Intermediate,Host,taxid,HostFamily,HostOrder,HostClass
Trisopterus minutus,Trisopterus minutus,80722,Gadidae,Gadiformes,Actinopteri
Ventrifossa garmani,Ventrifossa garmani,332670,Macrouridae,Gadiformes,Actinopteri
Ventrifossa longibarbata,Ventrifossa longibarbata,390694,Macrouridae,Gadiformes,Actinopteri
Ventrifossa rhipidodorsalis,Ventrifossa rhipidodorsalis,390695,Macrouridae,Gadiformes,Actinopteri
Aulorhynchus flavidus,Aulorhynchus flavidus,240152,Aulorhynchidae,Perciformes,Actinopteri
Gasterosteus aculeatus,Gasterosteus aculeatus,69293,Gasterosteidae,Perciformes,Actinopteri
Pungitius pungitius,Pungitius pungitius,134920,Gasterosteidae,Perciformes,Actinopteri
Pungitius sinensis,Pungitius sinensis,497904,Gasterosteidae,Perciformes,Actinopteri
Spinachia spinachia,Spinachia spinachia,206126,Gasterosteidae,Perciformes,Actinopteri
Gobiosoma paradoxum,Gobiosoma paradoxum,203310,Gobiidae,Gobiiformes,Actinopteri
Rhinogobius brunneus,Rhinogobius brunneus,933223,Gobiidae,Gobiiformes,Actinopteri
Chanos chanos,Chanos chanos,29144,Chanidae,Gonorynchiformes,Actinopteri
Gymnotus carapo,Gymnotus carapo,94172,Gymnotidae,Gymnotiformes,Actinopteri
Labrus mixtus,Labrus mixtus,508554,Labridae,Labriformes,Actinopteri
Trachipterus trachypterus,Trachipterus trachypterus,143894,Trachipteridae,Lampriformes,Actinopteri
Atractosteus spatula,Atractosteus spatula,7917,Lepisosteidae,Semionotiformes,Actinopteri
Lepisosteus oculatus,Lepisosteus oculatus,7918,Lepisosteidae,Semionotiformes,Actinopteri
Lepisosteus osseus,Lepisosteus osseus,34771,Lepisosteidae,Semionotiformes,Actinopteri
Lepisosteus platostomus,Lepisosteus platostomus,572540,Lepisosteidae,Semionotiformes,Actinopteri
Lepisosteus platyrhincus,Lepisosteus platyrhincus,27777,Lepisosteidae,Semionotiformes,Actinopteri
Lophius americanus,Lophius americanus,8073,Lophiidae,Lophiiformes,Actinopteri
Lophius litulon,Lophius litulon,30790,Lophiidae,Lophiiformes,Actinopteri
Lophius piscatorius,Lophius piscatorius,8074,Lophiidae,Lophiiformes,Actinopteri
Haemulon carbonarium,Haemulon carbonarium,555487,Haemulidae,Lutjaniformes,Actinopteri
Haemulon flavolineatum,Haemulon flavolineatum,236585,Haemulidae,Lutjaniformes,Actinopteri
Aldrichetta forsteri,Aldrichetta forsteri,443748,Mugilidae,Mugiliformes,Actinopteri
Crenimugil crenilabis,Crenimugil crenilabis,143330,Mugilidae,Mugiliformes,Actinopteri
Liza klunzingeri,Planiliza klunzingeri,1266625,Mugilidae,Mugiliformes,Actinopteri
Planiliza alata,Planiliza alata,1003754,Mugilidae,Mugiliformes,Actinopteri
Gymnoscopelus nicholsi,Gymnoscopelus nicholsi,123325,Myctophidae,Myctophiformes,Actinopteri
Halosauropsis macrochir,Halosauropsis macrochir,473369,Halosauridae,Notacanthiformes,Actinopteri
Notacanthus bonaparte,Notacanthus bonaparte,473325,Notacanthidae,Notacanthiformes,Actinopteri
Cataetyx laticeps,Cataetyx laticeps,546511,Bythitidae,Ophidiiformes,Actinopteri
Genypterus blacodes,Genypterus blacodes,154954,Ophidiidae,Ophidiiformes,Actinopteri
Genypterus maculatus,Genypterus maculatus,768495,Ophidiidae,Ophidiiformes,Actinopteri
Spectrunculus grandis,Spectrunculus grandis,557426,Ophidiidae,Ophidiiformes,Actinopteri
Alepocephalus bairdii,Alepocephalus bairdii,134618,Alepocephalidae,Alepocephaliformes,Actinopteri
Argentina silus,Argentina silus,446415,Argentinidae,Argentiniformes,Actinopteri
Argentina sphyraena,Argentina sphyraena,442169,Argentinidae,Argentiniformes,Actinopteri
Hypomesus nipponensis,Hypomesus nipponensis,182223,Osmeridae,Osmeriformes,Actinopteri
Hypomesus pretiosus,Hypomesus pretiosus,300346,Osmeridae,Osmeriformes,Actinopteri
Osmerus eperlanus,Osmerus eperlanus,29151,Osmeridae,Osmeriformes,Actinopteri
Osmerus mordax,Osmerus mordax,8014,Osmeridae,Osmeriformes,Actinopteri
Plecoglossus altivelis,Plecoglossus altivelis,61084,Plecoglossidae,Osmeriformes,Actinopteri
Thaleichthys pacificus,Thaleichthys pacificus,240832,Osmeridae,Osmeriformes,Actinopteri
Xenodermichthys copei,Xenodermichthys copei,492051,Alepocephalidae,Alepocephaliformes,Actinopteri
Arapaima gigas,Arapaima gigas,113544,Osteoglossidae,Osteoglossiformes,Actinopteri
Chitala chitala,Chitala chitala,112163,Notopteridae,Osteoglossiformes,Actinopteri
Parupeneus barberinus,Parupeneus barberinus,475168,Mullidae,Syngnathiformes,Actinopteri
Parupeneus cyclostomus,Parupeneus cyclostomus,586844,Mullidae,Syngnathiformes,Actinopteri
Parupeneus trifasciatus,Parupeneus trifasciatus,1077102,Mullidae,Syngnathiformes,Actinopteri
Acanthemblemaria crockeri,Acanthemblemaria crockeri,57777,Chaenopsidae,Blenniiformes,Actinopteri
Acanthochromis polyacanthus,Acanthochromis polyacanthus,80966,Pomacentridae,NA,Actinopteri
Acanthogobius flavimanus,Acanthogobius flavimanus,86203,Gobiidae,Gobiiformes,Actinopteri
Acanthogobius hasta,Acanthogobius hasta,267130,Gobiidae,Gobiiformes,Actinopteri
Acanthopagrus australis,Acanthopagrus australis,160963,Sparidae,Spariformes,Actinopteri
Acanthopagrus bifasciatus,Acanthopagrus bifasciatus,767411,Sparidae,Spariformes,Actinopteri
Acanthopagrus butcheri,Acanthopagrus butcheri,8179,Sparidae,Spariformes,Actinopteri
Acanthopagrus latus,Acanthopagrus latus,8177,Sparidae,Spariformes,Actinopteri
Acanthopagrus schlegelii,Acanthopagrus schlegelii,72011,Sparidae,Spariformes,Actinopteri
Acanthurus chirurgus,Acanthurus chirurgus,51758,Acanthuridae,Acanthuriformes,Actinopteri
Acanthurus nigrofuscus,Acanthurus nigrofuscus,12913,Acanthuridae,Acanthuriformes,Actinopteri
Acropoma hanedai,Acropoma hanedai,390682,Acropomatidae,Pempheriformes,Actinopteri
Acropoma japonicum,Acropoma japonicum,2233869,Acropomatidae,Pempheriformes,Actinopteri
Alepes djedaba,Alepes djedaba,173327,Carangidae,Carangiformes,Actinopteri
Amatitlania nigrofasciata,Amatitlania nigrofasciata,74111,Cichlidae,Cichliformes,Actinopteri
Ambloplites rupestris,Ambloplites rupestris,109273,Centrarchidae,Centrarchiformes,Actinopteri
Amia calva,Amia calva,7924,Amiidae,Amiiformes,Actinopteri
Ammodytes hexapterus,Ammodytes hexapterus,476914,Ammodytidae,Uranoscopiformes,Actinopteri
Ammodytes personatus,Ammodytes personatus,215382,Ammodytidae,Uranoscopiformes,Actinopteri
Ammodytes tobianus,Ammodytes tobianus,84621,Ammodytidae,Uranoscopiformes,Actinopteri
Amphiprion nigripes,Amphiprion nigripes,229073,Pomacentridae,NA,Actinopteri
Anabas testudineus,Anabas testudineus,64144,Anabantidae,Anabantiformes,Actinopteri
Anarhichas lupus,Anarhichas lupus,8204,Anarhichadidae,Perciformes,Actinopteri
Anarhichas minor,Anarhichas minor,65739,Anarhichadidae,Perciformes,Actinopteri
Andinoacara coeruleopunctatus,Andinoacara coeruleopunctatus,318583,Cichlidae,Cichliformes,Actinopteri
Aplodactylus arctidens,Aplodactylus arctidens,82892,Aplodactylidae,Centrarchiformes,Actinopteri
Aplodactylus punctatus,Aplodactylus punctatus,91856,Aplodactylidae,Centrarchiformes,Actinopteri
Aplodinotus grunniens,Aplodinotus grunniens,225389,Sciaenidae,NA,Actinopteri
Apogon semilineatus,Apogon semilineatus,83883,Apogonidae,Kurtiformes,Actinopteri
Aprion virescens,Aprion virescens,396781,Lutjanidae,Lutjaniformes,Actinopteri
Archosargus probatocephalus,Archosargus probatocephalus,119682,Sparidae,Spariformes,Actinopteri
Argyrosomus japonicus,Argyrosomus japonicus,448029,Sciaenidae,NA,Actinopteri
Argyrosomus regius,Argyrosomus regius,172269,Sciaenidae,NA,Actinopteri
Arripis georgianus,Arripis georgianus,163129,Arripidae,Scombriformes,Actinopteri
Arripis trutta,Arripis trutta,270544,Arripidae,Scombriformes,Actinopteri
Arripis truttaceus,Arripis truttaceus,443679,Arripidae,Scombriformes,Actinopteri
Astronotus ocellatus,Astronotus ocellatus,50733,Cichlidae,Cichliformes,Actinopteri
Atractoscion nobilis,Atractoscion nobilis,259703,Sciaenidae,NA,Actinopteri
Aurigequula fasciata,Aurigequula fasciata,274456,Leiognathidae,Chaetodontiformes,Actinopteri
Auxis rochei,Auxis rochei,217026,Scombridae,Scombriformes,Actinopteri
Auxis thazard,Auxis thazard,13353,Scombridae,Scombriformes,Actinopteri
Bairdiella chrysoura,Bairdiella chrysoura,331523,Sciaenidae,NA,Actinopteri
Bidyanus bidyanus,Bidyanus bidyanus,443752,Terapontidae,Centrarchiformes,Actinopteri
Bodianus mesothorax,Bodianus mesothorax,241268,Labridae,Labriformes,Actinopteri
Bodianus perditio,Bodianus perditio,398265,Labridae,Labriformes,Actinopteri
Boops boops,Boops boops,36219,Sparidae,Spariformes,Actinopteri
Caesio cuning,Caesio cuning,119694,Lutjanidae,Lutjaniformes,Actinopteri
Callionymus lyra,Callionymus lyra,34785,Callionymidae,Syngnathiformes,Actinopteri
Caranx hippos,Caranx hippos,173312,Carangidae,Carangiformes,Actinopteri
Caranx melampygus,Caranx melampygus,181461,Carangidae,Carangiformes,Actinopteri
Caranx sexfasciatus,Caranx sexfasciatus,173346,Carangidae,Carangiformes,Actinopteri
Centrolabrus exoletus,Centrolabrus exoletus,171732,Labridae,Labriformes,Actinopteri
Centrolophus niger,Centrolophus niger,316130,Centrolophidae,Scombriformes,Actinopteri
Centropomus undecimalis,Centropomus undecimalis,28806,Centropomidae,NA,Actinopteri
Centropyge argi,Centropyge argi,367073,Pomacanthidae,NA,Actinopteri
Cephalopholis boenak,Cephalopholis boenak,91743,Serranidae,Perciformes,Actinopteri
Cepola macrophthalma,Cepola macrophthalma,334382,Cepolidae,Priacanthiformes,Actinopteri
Chaenocephalus aceratus,Chaenocephalus aceratus,36190,Channichthyidae,Perciformes,Actinopteri
Chaetodon adiergastos,Chaetodon adiergastos,466112,Chaetodontidae,Chaetodontiformes,Actinopteri
Chaetodon aureofasciatus,Chaetodon aureofasciatus,109683,Chaetodontidae,Chaetodontiformes,Actinopteri
Chaetodon auriga,Chaetodon auriga,39042,Chaetodontidae,Chaetodontiformes,Actinopteri
Chaetodon baronessa,Chaetodon baronessa,109685,Chaetodontidae,Chaetodontiformes,Actinopteri
Chaetodon bennetti,Chaetodon bennetti,466113,Chaetodontidae,Chaetodontiformes,Actinopteri
Chaetodon capistratus,Chaetodon capistratus,37949,Chaetodontidae,Chaetodontiformes,Actinopteri
Chaetodon citrinellus,Chaetodon citrinellus,109686,Chaetodontidae,Chaetodontiformes,Actinopteri
Chaetodon ephippium,Chaetodon ephippium,109689,Chaetodontidae,Chaetodontiformes,Actinopteri
Chaetodon fasciatus,Chaetodon fasciatus,466117,Chaetodontidae,Chaetodontiformes,Actinopteri
Chaetodon flavirostris,Chaetodon flavirostris,109690,Chaetodontidae,Chaetodontiformes,Actinopteri
Chaetodon kleinii,Chaetodon kleinii,109691,Chaetodontidae,Chaetodontiformes,Actinopteri
Chaetodon lunula,Chaetodon lunula,109694,Chaetodontidae,Chaetodontiformes,Actinopteri
Chaetodon lunulatus,Chaetodon lunulatus,281677,Chaetodontidae,Chaetodontiformes,Actinopteri
Chaetodon miliaris,Chaetodon miliaris,39045,Chaetodontidae,Chaetodontiformes,Actinopteri
Chaetodon ornatissimus,Chaetodon ornatissimus,109700,Chaetodontidae,Chaetodontiformes,Actinopteri
Chaetodon plebeius,Chaetodon plebeius,109702,Chaetodontidae,Chaetodontiformes,Actinopteri
Chaetodon punctatofasciatus,Chaetodon punctatofasciatus,39040,Chaetodontidae,Chaetodontiformes,Actinopteri
Chaetodon rainfordi,Chaetodon rainfordi,109704,Chaetodontidae,Chaetodontiformes,Actinopteri
Chaetodon sedentarius,Chaetodon sedentarius,466123,Chaetodontidae,Chaetodontiformes,Actinopteri
Chaetodon speculum,Chaetodon speculum,109705,Chaetodontidae,Chaetodontiformes,Actinopteri
Chaetodon unimaculatus,Chaetodon unimaculatus,281679,Chaetodontidae,Chaetodontiformes,Actinopteri
Chaetodon vagabundus,Chaetodon vagabundus,109709,Chaetodontidae,Chaetodontiformes,Actinopteri
Channa micropeltes,Channa micropeltes,64149,Channidae,Anabantiformes,Actinopteri
Channa punctata,Channa punctata,304456,Channidae,Anabantiformes,Actinopteri
Cheilodactylus variegatus,Cheilodactylus variegatus,274805,Cheilodactylidae,Centrarchiformes,Actinopteri
Chelmon rostratus,Chelmon rostratus,109905,Chaetodontidae,Chaetodontiformes,Actinopteri
Chironemus marmoratus,Chironemus marmoratus,82795,Chironemidae,Centrarchiformes,Actinopteri
Chromis cyanea,Chromis cyanea,161898,Pomacentridae,NA,Actinopteri
Chromis punctipinnis,Chromis punctipinnis,231457,Pomacentridae,NA,Actinopteri
Chrysophrys auratus,Pagrus auratus,75562,Sparidae,Spariformes,Actinopteri
Colisa fasciata,Trichogaster fasciata,313441,Osphronemidae,Anabantiformes,Actinopteri
Colisa lalia,Trichogaster lalius,1749025,Osphronemidae,Anabantiformes,Actinopteri
Coreoperca whiteheadi,Coreoperca whiteheadi,228250,Sinipercidae,Centrarchiformes,Actinopteri
Coris aygula,Coris aygula,241280,Labridae,Labriformes,Actinopteri
Coryphaena hippurus,Coryphaena hippurus,34814,Coryphaenidae,Carangiformes,Actinopteri
Cromileptes altivelis,Cromileptes altivelis,304459,Serranidae,Perciformes,Actinopteri
Cryptoheros spilurus,Cryptoheros spilurus,61817,Cichlidae,Cichliformes,Actinopteri
Ctenolabrus rupestris,Ctenolabrus rupestris,171735,Labridae,Labriformes,Actinopteri
Cymatogaster aggregata,Cymatogaster aggregata,50794,Embiotocidae,NA,Actinopteri
Cynoscion arenarius,Cynoscion arenarius,80640,Sciaenidae,NA,Actinopteri
Cynoscion nebulosus,Cynoscion nebulosus,13029,Sciaenidae,NA,Actinopteri
Cynoscion nothus,Cynoscion nothus,308847,Sciaenidae,NA,Actinopteri
Cynoscion regalis,Cynoscion regalis,175273,Sciaenidae,NA,Actinopteri
Dascyllus aruanus,Dascyllus aruanus,80949,Pomacentridae,NA,Actinopteri
Dascyllus melanurus,Dascyllus melanurus,80950,Pomacentridae,NA,Actinopteri
Dascyllus trimaculatus,Dascyllus trimaculatus,50790,Pomacentridae,NA,Actinopteri
Decapterus maruadsi,Decapterus maruadsi,58220,Carangidae,Carangiformes,Actinopteri
Dendrophysa russelii,Dendrophysa russelii,435234,Sciaenidae,NA,Actinopteri
Dentex dentex,Dentex dentex,94951,Sparidae,Spariformes,Actinopteri
Dentex macrophthalmus,Dentex macrophthalmus,98814,Sparidae,Spariformes,Actinopteri
Dentex tumifrons,Evynnis tumifrons,119711,Sparidae,Spariformes,Actinopteri
Diagramma labiosum,Diagramma labiosum,396782,Haemulidae,Lutjaniformes,Actinopteri
Diagramma picta,Diagramma picta,556049,Haemulidae,Lutjaniformes,Actinopteri
Dicentrarchus labrax,Dicentrarchus labrax,13489,Moronidae,NA,Actinopteri
Diplodus annularis,Diplodus annularis,48913,Sparidae,Spariformes,Actinopteri
Diplodus bellottii,Diplodus bellottii,48914,Sparidae,Spariformes,Actinopteri
Diplodus puntazzo,Diplodus puntazzo,48915,Sparidae,Spariformes,Actinopteri
Diplodus sargus,Diplodus sargus,38941,Sparidae,Spariformes,Actinopteri
Diplodus vulgaris,Diplodus vulgaris,87756,Sparidae,Spariformes,Actinopteri
Ditrema temminckii,Ditrema temminckii,83878,Embiotocidae,NA,Actinopteri
Doederleinia berycoides,Doederleinia berycoides,223795,Acropomatidae,Pempheriformes,Actinopteri
Dormitator latifrons,Dormitator latifrons,308079,Eleotridae,Gobiiformes,Actinopteri
Dormitator maculatus,Dormitator maculatus,86230,Eleotridae,Gobiiformes,Actinopteri
Echeneis naucrates,Echeneis naucrates,173247,Echeneidae,Carangiformes,Actinopteri
Eleutheronema tetradactylum,Eleutheronema tetradactylum,210139,Polynemidae,NA,Actinopteri
Epigonus telescopus,Epigonus telescopus,349654,Epigonidae,Pempheriformes,Actinopteri
Epinephelus akaara,Epinephelus akaara,215347,Serranidae,Perciformes,Actinopteri
Epinephelus awoara,Epinephelus awoara,152218,Serranidae,Perciformes,Actinopteri
Epinephelus bleekeri,Epinephelus bleekeri,203261,Serranidae,Perciformes,Actinopteri
Epinephelus chlorostigma,Epinephelus chlorostigma,306578,Serranidae,Perciformes,Actinopteri
Epinephelus coioides,Epinephelus coioides,94232,Serranidae,Perciformes,Actinopteri
Epinephelus costae,Epinephelus costae,309632,Serranidae,Perciformes,Actinopteri
Epinephelus cyanopodus,Epinephelus cyanopodus,308565,Serranidae,Perciformes,Actinopteri
Epinephelus fasciatomaculosus,Epinephelus fasciatomaculosus,327828,Serranidae,Perciformes,Actinopteri
Epinephelus fuscoguttatus,Epinephelus fuscoguttatus,293821,Serranidae,Perciformes,Actinopteri
Epinephelus lanceolatus,Epinephelus lanceolatus,310571,Serranidae,Perciformes,Actinopteri
Epinephelus malabaricus,Epinephelus malabaricus,162300,Serranidae,Perciformes,Actinopteri
Epinephelus morio,Epinephelus morio,153620,Serranidae,Perciformes,Actinopteri
Epinephelus ongus,Epinephelus ongus,327777,Serranidae,Perciformes,Actinopteri
Epinephelus quoyanus,Epinephelus quoyanus,308564,Serranidae,Perciformes,Actinopteri
Epinephelus tauvina,Epinephelus tauvina,203262,Serranidae,Perciformes,Actinopteri
Equulites elongatus,Equulites elongatus,218803,Leiognathidae,Chaetodontiformes,Actinopteri
Equulites leuciscus,Equulites leuciscus,274459,Leiognathidae,Chaetodontiformes,Actinopteri
Equulites rivulatus,Equulites rivulatus,218807,Leiognathidae,Chaetodontiformes,Actinopteri
Equulites stercorarius,Equulites stercorarius,218809,Leiognathidae,Chaetodontiformes,Actinopteri
Etroplus maculatus,Etroplus maculatus,50796,Cichlidae,Cichliformes,Actinopteri
Etroplus suratensis,Etroplus suratensis,238232,Cichlidae,Cichliformes,Actinopteri
Eubleekeria jonesi,Eubleekeria jonesi,274457,Leiognathidae,Chaetodontiformes,Actinopteri
Eucyclogobius newberryi,Eucyclogobius newberryi,166745,Gobiidae,Gobiiformes,Actinopteri
Euthynnus affinis,Euthynnus affinis,8227,Scombridae,Scombriformes,Actinopteri
Forcipiger flavissimus,Forcipiger flavissimus,109909,Chaetodontidae,Chaetodontiformes,Actinopteri
Gazza achlamys,Gazza achlamys,218816,Leiognathidae,Chaetodontiformes,Actinopteri
Gazza minuta,Gazza minuta,218819,Leiognathidae,Chaetodontiformes,Actinopteri
Gempylus serpens,Gempylus serpens,13543,Gempylidae,Scombriformes,Actinopteri
Gerres cinereus,Gerres cinereus,435274,Gerreidae,Gerreiformes,Actinopteri
Gillichthys seta,Gillichthys seta,79683,Gobiidae,Gobiiformes,Actinopteri
Girella nigricans,Girella nigricans,214657,Girellidae,Centrarchiformes,Actinopteri
Glossogobius giuris,Glossogobius giuris,205127,Gobiidae,Gobiiformes,Actinopteri
Gobiomorphus cotidianus,Gobiomorphus cotidianus,226931,Eleotridae,Gobiiformes,Actinopteri
Gobiomorus dormitor,Gobiomorus dormitor,308076,Eleotridae,Gobiiformes,Actinopteri
Gobiomorus maculatus,Gobiomorus maculatus,308072,Eleotridae,Gobiiformes,Actinopteri
Gobiusculus flavescens,Gobiusculus flavescens,257540,Gobiidae,Gobiiformes,Actinopteri
Gramma loreto,Gramma loreto,274800,Grammatidae,NA,Actinopteri
Gymnocephalus cernuus,Gymnocephalus cernua,57865,Percidae,Perciformes,Actinopteri
Gymnocranius audleyi,Gymnocranius audleyi,443696,Lethrinidae,Spariformes,Actinopteri
Gymnogobius urotaenia,Gymnogobius urotaenia,178221,Gobiidae,Gobiiformes,Actinopteri
Hemichromis fasciatus,Hemichromis fasciatus,64541,Cichlidae,Cichliformes,Actinopteri
Hemigymnus melapterus,Hemigymnus melapterus,241303,Labridae,Labriformes,Actinopteri
Heniochus acuminatus,Heniochus acuminatus,109917,Chaetodontidae,Chaetodontiformes,Actinopteri
Heniochus chrysostomus,Heniochus chrysostomus,109925,Chaetodontidae,Chaetodontiformes,Actinopteri
Heniochus varius,Heniochus varius,109927,Chaetodontidae,Chaetodontiformes,Actinopteri
Herichthys cyanoguttatus,Herichthys cyanoguttatus,8117,Cichlidae,Cichliformes,Actinopteri
Herichthys labridens,Herichthys labridens,119479,Cichlidae,Cichliformes,Actinopteri
Heteropriacanthus cruentatus,Heteropriacanthus cruentatus,342441,Priacanthidae,Priacanthiformes,Actinopteri
Holacanthus ciliaris,Holacanthus ciliaris,75024,Pomacanthidae,NA,Actinopteri
Holacanthus tricolor,Holacanthus tricolor,272797,Pomacanthidae,NA,Actinopteri
Hyperoplus lanceolatus,Hyperoplus lanceolatus,508657,Ammodytidae,Uranoscopiformes,Actinopteri
Hyporthodus septemfasciatus,Hyporthodus septemfasciatus,232417,Serranidae,Perciformes,Actinopteri
Hypsoblennius gilberti,Hypsoblennius gilberti,57812,Blenniidae,Blenniiformes,Actinopteri
Jaydia lineata,Jaydia lineata,316366,Apogonidae,Kurtiformes,Actinopteri
Kajikia audax,Kajikia audax,13721,Istiophoridae,Istiophoriformes,Actinopteri
Katsuwonus pelamis,Katsuwonus pelamis,8226,Scombridae,Scombriformes,Actinopteri
Knipowitschia panizzae,Knipowitschia panizzae,85422,Gobiidae,Gobiiformes,Actinopteri
Labroides dimidiatus,Labroides dimidiatus,241309,Labridae,Labriformes,Actinopteri
Larimichthys crocea,Larimichthys crocea,215358,Sciaenidae,NA,Actinopteri
Lateolabrax japonicus,Lateolabrax japonicus,8164,Lateolabracidae,Pempheriformes,Actinopteri
Lates calcarifer,Lates calcarifer,8187,Centropomidae,NA,Actinopteri
